Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews
René Leibowitz	1913	1972.0	French	Chamber Concerto for 12 instruments		https://en.wikipedia.org/wiki/Ren%C3%A9_Leibowitz	9750.0
Jean-Claude Risset	1938	2016.0	French			https://en.wikipedia.org/wiki/Jean-Claude_Risset	9736.0
Arthur Pryor	1870	1942.0	American			https://en.wikipedia.org/wiki/Arthur_Pryor	9703.0
Gustave Charpentier	1860	1956.0	French	Julien		https://en.wikipedia.org/wiki/Gustave_Charpentier	9685.0
John W. Duarte	1919	2004.0	British			https://en.wikipedia.org/wiki/John_W._Duarte	9667.0
George Dreyfus	1928		French			https://en.wikipedia.org/wiki/George_Dreyfus	9660.0
Stefan Wolpe	1902	1972.0	German	Battle Piecefor piano	serial,modernism	https://en.wikipedia.org/wiki/Stefan_Wolpe	9599.0
Aleksandr Zatsepin	1926		Russian			https://en.wikipedia.org/wiki/Aleksandr_Zatsepin	9574.0
Albéric Magnard	1865	1914.0	French	Guercoeur		https://en.wikipedia.org/wiki/Alb%C3%A9ric_Magnard	9571.0
William Wordsworth	1908	1988.0	Scottish			https://en.wikipedia.org/wiki/William_Wordsworth_(composer)	9571.0
Ina Boyle	1888	1967.0	Irish			https://en.wikipedia.org/wiki/Ina_Boyle	9557.0
Henri Tomasi	1901	1971.0	French			https://en.wikipedia.org/wiki/Henri_Tomasi	9544.0
Goffredo Petrassi	1904	2003.0	Italian			https://en.wikipedia.org/wiki/Goffredo_Petrassi	9522.0
Michel Chion	1947		French			https://en.wikipedia.org/wiki/Michel_Chion	9508.0
André Caplet	1878	1925.0	French			https://en.wikipedia.org/wiki/Andr%C3%A9_Caplet	9495.0
Heiner Goebbels	1952		German			https://en.wikipedia.org/wiki/Heiner_Goebbels	9488.0
Alain Bancquart	1934	2022.0	French			https://en.wikipedia.org/wiki/Alain_Bancquart	9480.0
Veljo Tormis	1930	2017.0	Estonian			https://en.wikipedia.org/wiki/Veljo_Tormis	9470.0
Lowell Liebermann	1961		American			https://en.wikipedia.org/wiki/Lowell_Liebermann	9469.0
Hugo Distler	1908	1942.0	German			https://en.wikipedia.org/wiki/Hugo_Distler	9453.0
Joseph Jongen	1873	1953.0	Belgian	Symphonie Concertantefor organ and orchestra		https://en.wikipedia.org/wiki/Joseph_Jongen	9396.0
Janez Matičič	1926	2022.0	Slovenian			https://en.wikipedia.org/wiki/Janez_Mati%C4%8Di%C4%8D	9389.0
Robert Muczynski	1929	2010.0	American			https://en.wikipedia.org/wiki/Robert_Muczynski	9389.0
Federico Elizalde	1907	1979.0	Filipino-Spanish	Concertos, symphonic poems		https://en.wikipedia.org/wiki/Fred_Elizalde	9380.0
Anthony Payne	1936	2021.0	English			https://en.wikipedia.org/wiki/Anthony_Payne	9331.0
Paul Chihara	1938		American	Shogun: The Musical		https://en.wikipedia.org/wiki/Paul_Chihara	9324.0
Henriëtte Bosmans	1895	1952.0	Dutch			https://en.wikipedia.org/wiki/Henri%C3%ABtte_Bosmans	9242.0
Kyle Gann	1955		American		Just intonation	https://en.wikipedia.org/wiki/Kyle_Gann	9208.0
Eric Fenby	1906	1997.0	English			https://en.wikipedia.org/wiki/Eric_Fenby	9201.0
Tod Machover	1953		American			https://en.wikipedia.org/wiki/Tod_Machover	9201.0
Sally Beamish	1956		British			https://en.wikipedia.org/wiki/Sally_Beamish	9196.0
Toshio Hosokawa	1955		Japanese	Vision of Lear,Circulating Ocean,Voiceless Voice in Hiroshima	neo-impressionism	https://en.wikipedia.org/wiki/Toshio_Hosokawa	9188.0
Douglas Moore	1893	1969.0	American	The Ballad of Baby Doe,The Devil and Daniel Webster(Folk opera)		https://en.wikipedia.org/wiki/Douglas_Moore	9126.0
Paavo Heininen	1938	2022.0	Finnish			https://en.wikipedia.org/wiki/Paavo_Heininen	9106.0
Alois Hába	1893	1973.0	Czech	Matka	microtonal	https://en.wikipedia.org/wiki/Alois_H%C3%A1ba	9063.0
Steven Stucky	1949	2016.0	American	Son et Lumière; Concerto for Orchestra No. 2;Rhapsodies;August 4, 1964		https://en.wikipedia.org/wiki/Steven_Stucky	9056.0
Colin McPhee	1900	1964.0	Canadian	Tabuh-Tabuhan: Toccata for Orchestra	folk-influenced	https://en.wikipedia.org/wiki/Colin_McPhee	9051.0
Tim Hodgkinson	1949		English			https://en.wikipedia.org/wiki/Tim_Hodgkinson	9040.0
Philippe Gaubert	1879	1941.0	French			https://en.wikipedia.org/wiki/Philippe_Gaubert	9037.0
David Behrman	1937		American			https://en.wikipedia.org/wiki/David_Behrman	9007.0
Robert Simpson	1921	1997.0	English			https://en.wikipedia.org/wiki/Robert_Simpson_(composer)	8959.0
Mario Davidovsky	1934	2019.0	American			https://en.wikipedia.org/wiki/Mario_Davidovsky	8931.0
Peter Lieberson	1946	2011.0	American			https://en.wikipedia.org/wiki/Peter_Lieberson	8930.0
Michel van der Aa	1970		Dutch	After Life		https://en.wikipedia.org/wiki/Michel_van_der_Aa	8915.0
Arseny Avraamov	1886	1944.0	Russian		avant-garde	https://en.wikipedia.org/wiki/Arseny_Avraamov	8907.0
Eric Ewazen	1954		American			https://en.wikipedia.org/wiki/Eric_Ewazen	8884.0
Alexander Mackenzie	1847	1935.0	Scottish	The Cricket on the Hearth	Romanticism	https://en.wikipedia.org/wiki/Alexander_Mackenzie_(composer)	8880.0
Stephen Paulus	1949	2014.0	American	Pilgrim's Hymn; The Road Home;		https://en.wikipedia.org/wiki/Stephen_Paulus	8866.0
Julián Carrillo	1875	1965.0	Mexican	Preludio a Colón;Misa de la Restauración dedicada a Juan XXIII	microtonal music	https://en.wikipedia.org/wiki/Juli%C3%A1n_Carrillo	8850.0
Carlos Salzedo	1885	1961.0	French			https://en.wikipedia.org/wiki/Carlos_Salzedo	8839.0
Tom Johnson	1939		American	An Hour for Piano	minimalism	https://en.wikipedia.org/wiki/Tom_Johnson_(composer)	8805.0
Howard Skempton	1947		English			https://en.wikipedia.org/wiki/Howard_Skempton	8793.0
Bill McGlaughlin	1943		American	Remembering Icarus;Walt Whitman's Dream		https://en.wikipedia.org/wiki/Bill_McGlaughlin	8786.0
Graham Waterhouse	1962		English	Piccolo Quintet,Three Pieces for Solo Cello,Gestural Variations		https://en.wikipedia.org/wiki/Graham_Waterhouse	8780.0
Camargo Guarnieri	1907	1993.0	Brazilian	Dansa brasileira,Pedro Malazarte(opera),Suite IV Centenário	nationalism,neoclassicism,twelve-tone technique	https://en.wikipedia.org/wiki/Camargo_Guarnieri	8765.0
Cong Su	1957		Chinese			https://en.wikipedia.org/wiki/Cong_Su	8756.0
Ervin Nyiregyházi	1903	1987.0	Hungarian		Romanticism	https://en.wikipedia.org/wiki/Ervin_Nyiregyh%C3%A1zi	8740.0
Tigran Mansurian	1939		Armenian			https://en.wikipedia.org/wiki/Tigran_Mansurian	8726.0
Lejaren Hiller	1924	1994.0	American	HPSCHD(collaboration with John Cage)	computer music,stochastic music	https://en.wikipedia.org/wiki/Lejaren_Hiller	8707.0
Grigoraș Dinicu	1889	1949.0	Romanian			https://en.wikipedia.org/wiki/Grigora%C8%99_Dinicu	8693.0
Colin Matthews	1946		English			https://en.wikipedia.org/wiki/Colin_Matthews	8678.0
Edward Bairstow	1874	1946.0	English			https://en.wikipedia.org/wiki/Edward_Bairstow	8648.0
Douglas Lilburn	1915	2001.0	New Zealander			https://en.wikipedia.org/wiki/Douglas_Lilburn	8605.0
Robert Ward	1917	2013.0	American	Concerto for piano and orchestra		https://en.wikipedia.org/wiki/Robert_Ward_(composer)	8603.0
Kenneth Leighton	1929	1988.0	English			https://en.wikipedia.org/wiki/Kenneth_Leighton	8592.0
Jeanne Demessieux	1921	1968.0	French			https://en.wikipedia.org/wiki/Jeanne_Demessieux	8574.0
Alan Rawsthorne	1905	1971.0	English	3 symphonies;Symphonic Studies	neoclassical	https://en.wikipedia.org/wiki/Alan_Rawsthorne	8571.0
John Beckwith	1927	2022.0	Canadian			https://en.wikipedia.org/wiki/John_Beckwith_(composer)	8567.0
Chaya Czernowin	1957		Israeli			https://en.wikipedia.org/wiki/Chaya_Czernowin	8565.0
Gerald Barry	1952		Irish			https://en.wikipedia.org/wiki/Gerald_Barry_(composer)	8543.0
Ion Ivanovici	1845	1902.0	Romanian			https://en.wikipedia.org/wiki/Ion_Ivanovici	8530.0
Dominic Muldowney	1952		English			https://en.wikipedia.org/wiki/Dominic_Muldowney	8516.0
Boris Tchaikovsky	1925	1996.0	Russian			https://en.wikipedia.org/wiki/Boris_Tchaikovsky	8506.0
Nikolai Tcherepnin	1873	1945.0	Russian			https://en.wikipedia.org/wiki/Nikolai_Tcherepnin	8493.0
Arne Nordheim	1931	2010.0	Norwegian	Epitaffio;The Tempest(ballet);Magma	many works include electronics	https://en.wikipedia.org/wiki/Arne_Nordheim	8485.0
Karl Marx	1897	1985.0	German			https://en.wikipedia.org/wiki/Karl_Marx_(composer)	8478.0
George Perle	1915	2009.0	American			https://en.wikipedia.org/wiki/George_Perle	8477.0
Michael Torke	1961		American	"""Vanada"";Javelin;Rapture(percussion concerto);Ecstatic Orange"		https://en.wikipedia.org/wiki/Michael_Torke	8441.0
Aulis Sallinen	1935		Finnish	The King Goes Forth to France		https://en.wikipedia.org/wiki/Aulis_Sallinen	8399.0
Jean Cras	1879	1932.0	French			https://en.wikipedia.org/wiki/Jean_Cras	8381.0
Henri Pousseur	1929	2009.0	Belgian	Scambi;Votre Faust;Trois visages à Liège;Couleurs croisées	serialism,aleatory,eclectic,polystylism,electronic music,world music,popular musicinfluence,	https://en.wikipedia.org/wiki/Henri_Pousseur	8376.0
Vagn Holmboe	1909	1996.0	Danish	13 symphonies	neoclassicism	https://en.wikipedia.org/wiki/Vagn_Holmboe	8363.0
Viktor Kosenko	1896	1938.0	Ukrainian	Piano concerto		https://en.wikipedia.org/wiki/Viktor_Kosenko	8356.0
Ernesto De Curtis	1875	1937.0	Italian			https://en.wikipedia.org/wiki/Ernesto_De_Curtis	8346.0
Elgar Howarth	1935		English			https://en.wikipedia.org/wiki/Elgar_Howarth	8339.0
Carlos Guastavino	1912	2000.0	Argentine			https://en.wikipedia.org/wiki/Carlos_Guastavino	8323.0
Paul Abraham	1892	1960.0	Hungarian		operettas	https://en.wikipedia.org/wiki/Paul_Abraham	8307.0
Aribert Reimann	1936		German	Lear;Nahe Ferne;Wolkenloses Christfest		https://en.wikipedia.org/wiki/Aribert_Reimann	8278.0
Pascal Dusapin	1955		French	Perelà, uomo di fumo		https://en.wikipedia.org/wiki/Pascal_Dusapin	8253.0
Vladimir Shainsky	1925	2017.0	Russian			https://en.wikipedia.org/wiki/Vladimir_Shainsky	8192.0
Boris Blacher	1903	1975.0	German			https://en.wikipedia.org/wiki/Boris_Blacher	8184.0
Alvin Curran	1938		American	For Cornelius;Songs and Views of the Magnetic Garden;Inner Cities		https://en.wikipedia.org/wiki/Alvin_Curran	8179.0
Emil von Reznicek	1860	1945.0	Austrian	two symphonies		https://en.wikipedia.org/wiki/Emil_von_Reznicek	8148.0
Betsy Jolas	1926		French			https://en.wikipedia.org/wiki/Betsy_Jolas	8130.0
Franz Biebl	1906	2001.0	German	Ave Maria		https://en.wikipedia.org/wiki/Franz_Biebl	8124.0
Horatio Parker	1863	1919.0	American			https://en.wikipedia.org/wiki/Horatio_Parker	8121.0
Aaron Jay Kernis	1960		American	Musica Instrumentalis,Colored Field		https://en.wikipedia.org/wiki/Aaron_Jay_Kernis	8109.0
Roxanna Panufnik	1968		English	Westminster Mass		https://en.wikipedia.org/wiki/Roxanna_Panufnik	8092.0
Oskar Merikanto	1868	1924.0	Finnish			https://en.wikipedia.org/wiki/Oskar_Merikanto	8072.0
Franz Schmidt	1874	1939.0	Austrian	The Book with Seven Seals		https://en.wikipedia.org/wiki/Franz_Schmidt_(composer)	8061.0
Erkki-Sven Tüür	1959		Estonian	6 symphonies; Violin Concerto; Piano Concerto;Searching for Roots		https://en.wikipedia.org/wiki/Erkki-Sven_T%C3%BC%C3%BCr	8051.0
Joseph Achron	1886	1943.0	Russian	Hebrew Melody		https://en.wikipedia.org/wiki/Joseph_Achron	8048.0
Paul Dessau	1894	1979.0	German			https://en.wikipedia.org/wiki/Paul_Dessau	8044.0
Jan Kubelík	1880	1940.0	Czech			https://en.wikipedia.org/wiki/Jan_Kubel%C3%ADk	8018.0
John Alden Carpenter	1876	1951.0	American			https://en.wikipedia.org/wiki/John_Alden_Carpenter	8010.0
Richard Barrett	1959		Welsh	Construction	electroacoustic music, improvisation	https://en.wikipedia.org/wiki/Richard_Barrett_(composer)	7991.0
Nicolas Collins	1954		American		electronic music	https://en.wikipedia.org/wiki/Nicolas_Collins	7988.0
Ernő Dohnányi	1877	1960.0	Hungarian	Variations on a Nursery Tune	Romanticism	https://en.wikipedia.org/wiki/Ern%C5%91_Dohn%C3%A1nyi	7986.0
Akin Euba	1935	2020.0	Nigerian			https://en.wikipedia.org/wiki/Akin_Euba	7963.0
Alexander Goedicke	1877	1957.0	Russian			https://en.wikipedia.org/wiki/Alexander_Goedicke	7886.0
Pierre Cochereau	1924	1984.0	French			https://en.wikipedia.org/wiki/Pierre_Cochereau	7883.0
Gideon Klein	1919	1945.0	Czech			https://en.wikipedia.org/wiki/Gideon_Klein	7879.0
Juraj Filas	1955		Slovak			https://en.wikipedia.org/wiki/Juraj_Filas	7879.0
John Foulds	1880	1939.0	English	A World Requiem	Post-romanticism,Indianinfluence	https://en.wikipedia.org/wiki/John_Foulds	7870.0
Zhao Jiping	1945		Chinese			https://en.wikipedia.org/wiki/Zhao_Jiping	7863.0
Alexander Goldenweiser	1875	1961.0	Russian			https://en.wikipedia.org/wiki/Alexander_Goldenweiser_(composer)	7859.0
Vissarion Shebalin	1902	1963.0	Russian	The Taming of the Shrew (opera)		https://en.wikipedia.org/wiki/Vissarion_Shebalin	7853.0
Simeon ten Holt	1923	2012.0	Dutch	Canto Ostinato	minimalism	https://en.wikipedia.org/wiki/Simeon_ten_Holt	7837.0
Alun Hoddinott	1929	2008.0	Welsh			https://en.wikipedia.org/wiki/Alun_Hoddinott	7833.0
Felicia Donceanu	1931	2022.0	Romanian			https://en.wikipedia.org/wiki/Felicia_Donceanu	7832.0
Benjamin Frankel	1906	1973.0	English			https://en.wikipedia.org/wiki/Benjamin_Frankel	7823.0
David Del Tredici	1937		American	Child Alice;Final Alice	neoromanticism	https://en.wikipedia.org/wiki/David_Del_Tredici	7787.0
Tarik O'Regan	1978		British-American			https://en.wikipedia.org/wiki/Tarik_O%27Regan	7766.0
Emilio Pujol	1886	1980.0	Spanish			https://en.wikipedia.org/wiki/Emilio_Pujol	7753.0
Lorenzo Ferrero	1951		Italian	Salvatore Giuliano,La Conquista,Risorgimento!	postmodern	https://en.wikipedia.org/wiki/Lorenzo_Ferrero	7708.0
Josef Tal	1910	2008.0	Israeli	7 operas; 6 symphonies; 13 concerti		https://en.wikipedia.org/wiki/Josef_Tal	7701.0
Soulima Stravinsky	1910	1994.0	Swiss-American			https://en.wikipedia.org/wiki/Soulima_Stravinsky	7631.0
Ronald Stevenson	1928	2015.0	British			https://en.wikipedia.org/wiki/Ronald_Stevenson	7613.0
Rolf Liebermann	1910	1999.0	Swiss	Leonore 40/45(opera); Concerto for Jazzband and Symphony Orchestra		https://en.wikipedia.org/wiki/Rolf_Liebermann	7600.0
Guy Ropartz	1864	1955.0	French	Le Pays	impressionism	https://en.wikipedia.org/wiki/Guy_Ropartz	7591.0
Joseph Schwantner	1943		American	Aftertones of Infinity;A Sudden Rainbow		https://en.wikipedia.org/wiki/Joseph_Schwantner	7591.0
Otto Luening	1900	1996.0	American			https://en.wikipedia.org/wiki/Otto_Luening	7585.0
Leonard B. Meyer	1918	2007.0	American			https://en.wikipedia.org/wiki/Leonard_B._Meyer	7580.0
Peggy Glanville-Hicks	1912	1990.0	Australian			https://en.wikipedia.org/wiki/Peggy_Glanville-Hicks	7569.0
Georges Aperghis	1945		Greek			https://en.wikipedia.org/wiki/Georges_Aperghis	7558.0
Wilhelm Peterson-Berger	1867	1942.0	Swedish	Frösöblomster	Romantic nationalism	https://en.wikipedia.org/wiki/Wilhelm_Peterson-Berger	7516.0
Hans Krása	1899	1944.0	Czech			https://en.wikipedia.org/wiki/Hans_Kr%C3%A1sa	7476.0
Fiona Joy Hawkins	1964		Australian			https://en.wikipedia.org/wiki/Fiona_Joy_Hawkins	7471.0
Richard Danielpour	1956		American	Margaret Garner		https://en.wikipedia.org/wiki/Richard_Danielpour	7467.0
Hamish MacCunn	1868	1916.0	Scottish			https://en.wikipedia.org/wiki/Hamish_MacCunn	7466.0
John McCabe	1939	2015.0	English	Chagall Windows; symphonies; ballets; string quartets		https://en.wikipedia.org/wiki/John_McCabe_(composer)	7459.0
Reinbert de Leeuw	1938	2020.0	Dutch			https://en.wikipedia.org/wiki/Reinbert_de_Leeuw	7456.0
Louis Gruenberg	1884	1964.0	Russian	The Emperor Jones(opera)		https://en.wikipedia.org/wiki/Louis_Gruenberg	7441.0
Enrico Toselli	1883	1926.0	Italian	Serenata 'Rimpianto'Op. 6 No. 1		https://en.wikipedia.org/wiki/Enrico_Toselli	7441.0
Friedrich Cerha	1926	2023.0	Austrian	Spiegel		https://en.wikipedia.org/wiki/Friedrich_Cerha	7399.0
Riccardo Zandonai	1883	1944.0	Italian			https://en.wikipedia.org/wiki/Riccardo_Zandonai	7380.0
John Joubert	1927	2019.0	English			https://en.wikipedia.org/wiki/John_Joubert_(composer)	7344.0
Pietro Yon	1886	1943.0	Italian	Gesù bambino		https://en.wikipedia.org/wiki/Pietro_Yon	7344.0
Barry Guy	1947		British			https://en.wikipedia.org/wiki/Barry_Guy	7335.0
Alberto Franchetti	1860	1942.0	Italian			https://en.wikipedia.org/wiki/Alberto_Franchetti	7334.0
Tristram Cary	1925	2008.0	English-Australian			https://en.wikipedia.org/wiki/Tristram_Cary	7333.0
Toivo Kuula	1883	1918.0	Finnish			https://en.wikipedia.org/wiki/Toivo_Kuula	7318.0
Chou Wen-chung	1923	2019.0	Chinese/American	Landscapes		https://en.wikipedia.org/wiki/Chou_Wen-chung	7308.0
Jean Martinon	1910	1976.0	French			https://en.wikipedia.org/wiki/Jean_Martinon	7294.0
Haydn Wood	1882	1959.0	English			https://en.wikipedia.org/wiki/Haydn_Wood	7280.0
Maximilian Steinberg	1883	1946.0	Russian			https://en.wikipedia.org/wiki/Maximilian_Steinberg	7253.0
George Lloyd	1913	1998.0	English			https://en.wikipedia.org/wiki/George_Lloyd_(composer)	7251.0
Ferenc Farkas	1905	2000.0	Hungarian			https://en.wikipedia.org/wiki/Ferenc_Farkas	7240.0
Klaus Huber	1924	2017.0	Swiss			https://en.wikipedia.org/wiki/Klaus_Huber	7234.0
Shigeaki Saegusa	1942		Japanese	Piano Concerto	avant-garde	https://en.wikipedia.org/wiki/Shigeaki_Saegusa	7233.0
Rutland Boughton	1878	1960.0	English			https://en.wikipedia.org/wiki/Rutland_Boughton	7231.0
Jaromír Weinberger	1896	1967.0	Czech	Schwanda the Bagpiper		https://en.wikipedia.org/wiki/Jarom%C3%ADr_Weinberger	7224.0
Heinrich Köselitz	1854	1918.0	German			https://en.wikipedia.org/wiki/Heinrich_K%C3%B6selitz	7198.0
Vladimir Rebikov	1866	1920.0	Russian	Yolka(opera),Basni v litzakh(9 dramatic fables for children)		https://en.wikipedia.org/wiki/Vladimir_Rebikov	7182.0
Jean Guillou	1930	2019.0	French			https://en.wikipedia.org/wiki/Jean_Guillou	7123.0
Clarence Cameron White	1880	1960.0	American		neoromantic	https://en.wikipedia.org/wiki/Clarence_Cameron_White	7121.0
Fred Lerdahl	1943		American		Neoconservative postmodernism	https://en.wikipedia.org/wiki/Fred_Lerdahl	7099.0
Tomáš Svoboda	1939	2022.0	Czech-American	"Overture of the Season; Marimba Concerto; ""Children's Treasure Box"" piano series"		https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Svoboda_(composer)	7093.0
Spyridon Samaras	1861	1917.0	Greek			https://en.wikipedia.org/wiki/Spyridon_Samaras	7070.0
Marion Bauer	1882	1955.0	American			https://en.wikipedia.org/wiki/Marion_Bauer	7068.0
Ingolf Dahl	1912	1970.0	German-born American			https://en.wikipedia.org/wiki/Ingolf_Dahl	7064.0
Alfredo Keil	1850	1907.0	Portuguese			https://en.wikipedia.org/wiki/Alfredo_Keil	7060.0
Easley Blackwood Jr.	1933	2023.0	American		polyrhythm,microtone	https://en.wikipedia.org/wiki/Easley_Blackwood_Jr.	7051.0
Paul Juon	1872	1940.0	Russian			https://en.wikipedia.org/wiki/Paul_Juon	7035.0
David Matthews	1942		English			https://en.wikipedia.org/wiki/David_Matthews_(composer)	7018.0
Teiji Ito	1935	1982.0	Japanese			https://en.wikipedia.org/wiki/Teiji_Ito	7017.0
Gottfried von Einem	1918	1996.0	Austrian	Dantons Tod,Der Besuch der alten Dame, cantataAn die Nachgeborenen	eclectic	https://en.wikipedia.org/wiki/Gottfried_von_Einem	6985.0
Henry Brant	1913	2008.0	Canadian-American	Orbits,Verticals Ascending,Angels and Devils	spatial music	https://en.wikipedia.org/wiki/Henry_Brant	6964.0
Karel Goeyvaerts	1923	1993.0	Belgian	Sonata for Two Pianos,Nr. 2 for thirteen instruments,Nr. 5 met zuivere tonen,Aquarius(opera)	neoclassicism,serialism,minimalism,postminimalism,mysticism,electronic music	https://en.wikipedia.org/wiki/Karel_Goeyvaerts	6947.0
Rubin Goldmark	1872	1936.0	American			https://en.wikipedia.org/wiki/Rubin_Goldmark	6940.0
Paul Paray	1886	1979.0	French	Mass for the 500th Anniversary of the Death of Joan of Arc		https://en.wikipedia.org/wiki/Paul_Paray	6922.0
Maurice Ohana	1913	1992.0	French			https://en.wikipedia.org/wiki/Maurice_Ohana	6916.0
Flor Peeters	1903	1986.0	Belgian			https://en.wikipedia.org/wiki/Flor_Peeters	6915.0
Giovanni Sgambati	1841	1914.0	Italian			https://en.wikipedia.org/wiki/Giovanni_Sgambati	6912.0
Rentarō Taki	1879	1903.0	Japanese			https://en.wikipedia.org/wiki/Rentar%C5%8D_Taki	6911.0
Walter Braunfels	1882	1954.0	German	Organ Concerto	neotonality	https://en.wikipedia.org/wiki/Walter_Braunfels	6903.0
Leo Sowerby	1895	1968.0	American			https://en.wikipedia.org/wiki/Leo_Sowerby	6894.0
Erkki Melartin	1875	1937.0	Finnish			https://en.wikipedia.org/wiki/Erkki_Melartin	6888.0
Karen Khachaturian	1920	2011.0	Soviet and Russian			https://en.wikipedia.org/wiki/Karen_Khachaturian	6884.0
Jack Gibbons	1962		English	Ave Verum Corpus, Choral works,Serenadefor string orchestra, Song cycles, Piano works		https://en.wikipedia.org/wiki/Jack_Gibbons	6876.0
Peter Mennin	1923	1983.0	American			https://en.wikipedia.org/wiki/Peter_Mennin	6850.0
Olli Mustonen	1967		Finnish			https://en.wikipedia.org/wiki/Olli_Mustonen	6843.0
Leó Weiner	1885	1960.0	Hungarian			https://en.wikipedia.org/wiki/Le%C3%B3_Weiner	6841.0
